City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,Flin Flon,54.7682,-101.865,-13.67,97,99,2.47,CA,1680059637
359,Khasan,42.4308,130.6434,7.7,55,0,3.62,RU,1680059638
360,Batagay-Alyta,67.8006,130.4114,-17.46,84,51,1.87,RU,1680059638
361,Saint-François,46.4154,3.9054,3.15,91,94,1.66,FR,1680059638
362,Buala,-8.145,159.5921,28.68,76,87,1.57,SB,1680059639
363,Changji,44.0167,87.3167,11.44,43,0,2.0,CN,1680059639
364,Tagusao,9.1924,117.8141,29.07,65,97,3.5,PH,1680059639
365,Ampanihy,-24.7,44.75,15.54,79,0,3.05,MG,1680059640
366,Mossamedes,-15.1961,12.1522,23.23,87,90,2.92,AO,1680059640
367,Batemans Bay,-35.7167,150.1833,21.17,55,96,2.89,AU,1680059640
368,Concordia,-31.393,-58.0209,23.21,74,0,1.79,AR,1680059386
369,Norman Wells,65.282,-126.8329,-5.06,81,55,4.75,CA,1680059642
370,Korla,41.7597,86.1469,14.71,17,5,1.65,CN,1680059643
371,Thinadhoo,0.5333,72.9333,27.87,76,4,3.39,MV,1680059643
372,Quang Ngai,15.1167,108.8,28.11,73,70,2.06,VN,1680059643
373,São Filipe,14.8961,-24.4956,23.95,71,2,3.86,CV,1680059644
374,Plérin,48.5425,-2.7798,12.47,95,100,3.58,FR,1680059644
375,Forsytheganj,52.6333,29.7333,-2.55,95,100,8.68,BY,1680059645
376,Cidreira,-30.1811,-50.2056,22.96,86,2,8.83,BR,1680059387
377,Poreč,45.2258,13.5939,8.58,63,78,3.88,HR,1680059646
378,Litovko,49.2361,135.1742,7.03,55,13,4.01,RU,1680059647
379,Olavarría,-36.8927,-60.3225,21.55,56,0,5.59,AR,1680059647
380,Bose,45.4612,8.0137,6.78,58,14,1.32,IT,1680059648
381,Ngunguru,-35.6167,174.5,17.4,40,5,6.2,NZ,1680059648
382,Nouadhibou,20.931,-17.0347,17.99,88,3,5.14,MR,1680059649
383,Tamasane,-22.4184,27.4013,13.91,84,14,1.79,BW,1680059649
384,Saint-Augustin,51.226,-58.6502,0.21,93,100,1.24,CA,1680059650
385,Ponazyrevo,58.3578,46.3142,-0.13,79,100,3.65,RU,1680059650
386,Port Macquarie,-31.4333,152.9167,24.38,69,79,4.92,AU,1680059651
387,Nizwá,22.9333,57.5333,21.58,46,0,1.77,OM,1680059651
388,Mazagão,-0.115,-51.2894,25.03,97,100,1.15,BR,1680059652
389,Rāvar,31.2656,56.8055,15.38,44,3,1.75,IR,1680059652
390,Nishihara,26.1842,127.7558,22.81,73,100,6.17,JP,1680059653
391,Port Hueneme,34.1478,-119.1951,14.93,77,75,2.57,US,1680059605
392,Tessalit,20.1986,1.0114,23.4,8,1,4.35,ML,1680059654
393,Kushima,31.4583,131.2333,17.87,47,100,2.55,JP,1680059654
394,Osakarovka,50.565,72.5692,2.59,65,0,2.47,KZ,1680059655
395,Korbous,36.8167,10.5687,8.02,76,3,1.06,TN,1680059655
396,Pacifica,37.6138,-122.4869,10.36,85,100,10.73,US,1680059644
397,Diamantino,-14.4086,-56.4461,23.07,90,20,1.94,BR,1680059656
398,Esmeralda,21.8525,-78.1169,24.92,73,96,2.28,CU,1680059657
399,Lagan,45.3929,47.3707,8.19,82,0,4.49,RU,1680059658
400,Kingsland,30.8,-81.6898,19.98,97,100,1.56,US,1680059182
401,Narok,-1.0783,35.8601,13.46,93,89,1.44,KE,1680059659
402,Vostok,46.4856,135.8833,7.1,40,9,4.38,RU,1680059659
403,Okitipupa,6.5047,4.7839,24.81,93,100,0.27,NG,1680059660
404,Kununurra,-15.7667,128.7333,33.99,43,96,2.06,AU,1680059660
405,Huilong,31.8111,121.655,14.27,55,99,5.27,CN,1680059661
406,Santana,-0.0583,-51.1817,25.1,94,75,2.57,BR,1680059661
407,Nome,64.5011,-165.4064,-7.96,93,100,7.72,US,1680059662
408,Marsá Maţrūḩ,31.3525,27.2453,15.12,62,0,10.46,EG,1680059662
409,Lorengau,-2.0226,147.2712,29.51,66,49,1.45,PG,1680059663
410,Helong,42.5397,128.9972,14.69,24,0,2.75,CN,1680059663
411,Leningradskiy,69.3833,178.4167,-8.03,82,2,3.35,RU,1680059664
412,Pantelhó,16.9333,-92.55,15.98,76,10,0.91,MX,1680059664
413,Umluj,25.0213,37.2685,22.11,45,0,4.78,SA,1680059664
414,Arrecife,28.963,-13.5477,20.99,46,0,3.09,ES,1680059665
415,Opuwo,-18.0607,13.84,18.31,81,71,1.07,NA,1680059665
416,Bourail,-21.5667,165.4833,28.54,60,96,4.02,NC,1680059666
417,Port Hedland,-20.3167,118.5667,33.03,58,75,4.63,AU,1680059666
418,Eyl,7.9803,49.8164,26.51,79,93,1.15,SO,1680059666
419,Tual,-5.6667,132.75,27.49,79,92,5.73,ID,1680059667
420,Lompoc,34.6391,-120.4579,11.96,83,100,12.07,US,1680059539
421,Rypefjord,70.6333,23.6667,-7.74,86,0,1.03,NO,1680059667
422,Bien Hoa,10.95,106.8167,30.99,49,26,2.5,VN,1680059668
423,Goderich,43.7501,-81.7165,3.28,71,49,5.37,CA,1680059639
424,Kavaratti,10.5669,72.642,26.92,73,28,2.96,IN,1680059668
425,Celestún,20.8667,-90.4,25.73,84,9,7.67,MX,1680059669
426,Itaituba,-4.2761,-55.9836,22.68,98,43,0.6,BR,1680059669
427,Chabahar,25.2919,60.643,23.41,60,0,6.73,IR,1680059670
428,Akdepe,42.0551,59.3788,14.05,44,59,3.26,TM,1680059671
429,Vardø,70.3705,31.1107,-2.01,64,100,3.09,NO,1680059671
430,Mehamn,71.0357,27.8492,-4.05,79,0,1.03,NO,1680059615
431,Aleksandrov Gay,50.147,48.5704,6.37,78,100,4.15,RU,1680059672
432,Venado Tuerto,-33.7456,-61.9688,19.99,65,0,4.51,AR,1680059672
433,Nemuro,43.3236,145.575,3.45,80,17,5.79,JP,1680059673
434,Whitley Bay,55.0397,-1.4471,10.32,94,20,1.54,GB,1680059673
435,Winnemucca,40.973,-117.7357,2.03,87,100,4.63,US,1680059673
436,Cairns,-16.9167,145.7667,31.73,75,31,4.63,AU,1680059674
437,Itumbiara,-18.4192,-49.2153,21.12,84,99,1.32,BR,1680059453
438,Sawtell,-30.3833,153.1,23.44,78,100,8.23,AU,1680059675
439,Chippenham,51.46,-2.1247,10.66,98,100,4.05,GB,1680059675
440,Salalah,17.0151,54.0924,28.05,83,75,2.06,OM,1680059398
441,Tuatapere,-46.1333,167.6833,12.76,49,11,4.59,NZ,1680059675
442,Berlevåg,70.8578,29.0864,-4.03,86,100,2.06,NO,1680059676
443,Klaksvík,62.2266,-6.589,4.51,75,100,12.96,FO,1680059676
444,Vanavara,60.34,102.2797,-5.74,93,100,3.47,RU,1680059677
445,Sechura,-5.5569,-80.8222,26.69,78,100,3.47,PE,1680059677
446,Ushtobe,45.2514,77.9838,13.35,28,0,1.37,KZ,1680059677
447,Rocha,-34.4833,-54.3333,16.13,94,0,3.14,UY,1680059678
448,Viedma,-40.8135,-62.9967,21.98,15,90,12.26,AR,1680059415
449,Chapais,49.7834,-74.8492,-12.47,96,71,1.24,CA,1680059678
450,Kashgar,39.4547,75.9797,15.27,17,68,0.95,CN,1680058916
451,Fuji,35.1667,138.6833,14.98,49,15,2.16,JP,1680059679
452,Kabare,-2.4683,28.8242,16.07,97,100,0.79,CD,1680059679
453,Zhuanghe,39.7008,122.9911,10.35,56,100,4.65,CN,1680059680
454,Cururupu,-1.8283,-44.8683,22.97,98,100,0.95,BR,1680059680
455,Egvekinot,66.3167,-179.1667,-6.25,94,100,2.48,RU,1680059681
456,Massaranduba,-7.2003,-35.7892,21.67,93,36,1.27,BR,1680059439
457,Garachiné,8.0647,-78.3628,25.25,84,35,3.92,PA,1680059681
458,Chilca,-12.5211,-76.7372,23.59,83,98,2.85,PE,1680059682
459,Prado,-17.3411,-39.2208,24.36,80,11,2.49,BR,1680059683
460,Beian,63.6559,9.5683,-1.66,58,0,3.6,NO,1680059683
461,Paita,-5.0892,-81.1144,26.57,79,99,4.92,PE,1680059683
462,Kuala Terengganu,5.3302,103.1408,28.89,68,23,0.81,MY,1680059255
463,Ballina,-28.8667,153.5667,23.21,88,100,4.18,AU,1680059684
464,Dhārchula,29.85,80.5333,18.9,26,41,0.96,IN,1680059684
465,Yulara,-25.2406,130.9889,28.91,38,77,5.82,AU,1680059685
466,Shirokiy,49.758,129.523,12.14,32,44,9.49,RU,1680059685
467,Port Shepstone,-30.7414,30.455,21.85,75,100,9.03,ZA,1680059685
468,Faya,18.3851,42.4509,11.29,47,18,1.3,SA,1680059686
469,Ewo,-0.8725,14.8206,22.25,93,100,2.45,CG,1680059470
470,Jinchang,38.4953,102.1739,10.87,19,9,2.12,CN,1680059686
471,Atambua,-9.1061,124.8925,27.66,69,57,0.45,ID,1680059687
472,Palkino,57.5409,28.0126,-2.14,71,100,4.56,RU,1680059687
473,Ják,47.1425,16.5815,0.66,70,92,2.36,HU,1680059687
474,Guozhen,34.3659,107.359,18.91,43,77,1.1,CN,1680059688
475,Karratha,-20.7377,116.8463,29.18,63,100,1.94,AU,1680059450
476,La Unión,-5.4,-80.75,26.87,77,100,4.33,PE,1680059688
477,Porto-Novo,6.4965,2.6036,26.72,85,84,2.14,BJ,1680059417
478,Malakal,9.5334,31.6605,26.14,17,51,1.79,SS,1680059689
479,Distrikt Brokopondo,4.75,-55.1667,23.6,90,87,3.15,SR,1680059689
480,Pauini,-7.7136,-66.9764,22.57,99,98,1.12,BR,1680059690
481,Harper,4.375,-7.7169,26.23,87,3,2.38,LR,1680059690
482,Comodoro Rivadavia,-45.8667,-67.5,6.92,49,0,8.75,AR,1680059690
483,Tambacounda,13.7539,-13.7586,28.0,11,41,2.82,SN,1680059691
484,Burnie,-41.0667,145.9167,18.3,74,100,4.79,AU,1680059428
485,San Jose,37.3394,-121.895,9.97,82,75,2.06,US,1680059024
486,Jalor,25.35,72.6167,25.21,38,39,1.34,IN,1680059692
487,Shubarkuduk,49.1447,56.4872,7.69,93,69,2.41,KZ,1680059692
488,Brae,60.3964,-1.353,4.23,72,100,7.25,GB,1680059692
489,Caracollo,-14.9165,-70.6603,7.01,89,97,1.1,PE,1680059693
490,Maumere,-8.6199,122.2111,29.01,68,32,0.43,ID,1680059693
491,Māngrol,21.1167,70.1167,24.4,67,0,3.13,IN,1680059693
492,Huainan,32.6264,116.9969,17.9,44,72,3.99,CN,1680059694
493,Madang,-5.2246,145.7966,30.9,59,45,3.57,PG,1680059694
494,São Geraldo do Araguaia,-6.4006,-48.555,22.51,98,100,1.57,BR,1680059695
495,Humaitá,-7.5061,-63.0208,22.92,95,100,0.68,BR,1680059695
496,Kudahuvadhoo,2.6708,72.8944,27.84,74,100,1.43,MV,1680059695
497,Nguruka,-5.1092,31.0419,17.72,98,100,0.97,TZ,1680059695
498,Misratah,32.3754,15.0925,15.47,61,38,4.03,LY,1680059696
499,Taoudenni,22.6783,-3.9836,29.14,14,19,6.18,ML,1680059697
500,Dekar,-21.5333,21.9333,17.59,82,8,3.45,BW,1680059470
501,Bismarck,46.8083,-100.7837,-11.09,67,20,2.57,US,1680059697
502,Dafeng,23.4517,108.5881,15.84,88,100,0.78,CN,1680059444
503,Kiunga,-6.1219,141.2906,32.2,56,100,1.44,PG,1680059698
504,Karpogory,64.0019,44.4451,-11.04,92,100,2.73,RU,1680059698
505,Ola,59.5833,151.2833,-6.03,85,100,2.91,RU,1680059699
506,Porteirinha,-15.7433,-43.0283,22.14,48,99,3.32,BR,1680059699
507,Lincoln,40.8,-96.667,5.07,54,0,0.0,US,1680059196
508,Riyadh,24.6877,46.7219,15.08,30,0,2.05,SA,1680059414
509,Bagdarin,54.4333,113.6,0.5,22,36,3.79,RU,1680059700
510,Khani,41.9563,42.9566,5.76,80,20,1.77,GE,1680059701
511,Warmbad,-28.45,18.7333,15.49,41,0,2.98,NA,1680059701
512,Shāhgarh,24.3167,79.1333,27.95,20,0,3.42,IN,1680059357
513,Casablanca,33.5928,-7.6192,17.96,82,5,1.79,MA,1680059667
514,Krasnyy Yar,46.5331,48.3456,4.96,77,89,3.45,RU,1680059702
515,Dobre Miasto,53.9867,20.3975,-3.28,73,3,3.45,PL,1680059703
516,Verāval,20.9,70.3667,24.53,66,0,3.1,IN,1680059703
517,Manavālakurichi,8.1333,77.3,28.66,71,73,1.81,IN,1680059451
518,Quesnel,52.9999,-122.5029,-1.9,95,13,0.95,CA,1680059704
519,Westport,41.1415,-73.3579,7.33,60,0,1.79,US,1680059417
520,Bilma,18.6853,12.9164,22.56,17,7,2.22,NE,1680059705
521,Angoram,-4.0625,144.0661,34.47,48,100,0.22,PG,1680059705
522,Hue,16.4667,107.6,23.06,83,75,3.09,VN,1680059706
523,Ranau,5.9538,116.6641,28.74,57,100,1.33,MY,1680059706
524,Ucluelet,48.9329,-125.5528,8.3,67,10,2.98,CA,1680059706
525,Greenwood,34.1668,-82.1165,17.09,60,20,1.54,US,1680059311
526,Mendi,-6.1761,143.6513,21.41,60,79,2.2,PG,1680059707
527,Poya,-21.35,165.15,28.48,64,92,3.9,NC,1680059707
528,Broome,42.2506,-75.833,2.23,83,0,1.54,US,1680059708
529,Uglovskoye,51.3557,80.1942,6.12,71,1,3.9,RU,1680059708
530,Hurghada,27.2574,33.8129,21.35,31,0,6.09,EG,1680059709
531,Pierre,44.3683,-100.351,-5.49,62,20,5.14,US,1680059515
532,Matara,5.9485,80.5353,27.5,75,81,1.74,LK,1680059709
533,Harwich,51.9419,1.2844,9.24,90,100,4.05,GB,1680059710
534,Mokhsogollokh,61.4681,128.9203,-3.96,90,100,3.14,RU,1680059710
535,Nālūt,30.3333,10.85,12.5,62,52,8.89,LY,1680059711
536,Labuhan,-6.8844,112.2051,29.81,68,92,1.09,ID,1680059711
537,Maniitsoq,65.4167,-52.9,-11.65,72,19,3.35,GL,1680059414
538,Warri,5.5167,5.75,24.7,90,100,1.11,NG,1680059193
539,Pisco,-13.7,-76.2167,23.03,88,0,4.63,PE,1680059687
540,Otane,-39.8833,176.6333,15.01,66,72,7.33,NZ,1680059713
541,Marystown,47.1666,-55.1483,-0.83,88,87,4.56,CA,1680059713
542,Wuchang,44.9143,127.15,14.16,25,3,7.32,CN,1680059714
543,Porbandar,21.6422,69.6093,23.96,69,0,2.59,IN,1680059714
544,Bowen,-20.0167,148.2333,27.98,71,60,4.32,AU,1680059714
545,Itarema,-2.9248,-39.9167,24.11,89,89,2.68,BR,1680059715
546,Broken Hill,-31.95,141.4333,22.93,37,0,6.48,AU,1680059715
547,Mt. Pleasant,32.7941,-79.8626,17.36,97,0,0.45,US,1680059394
548,Yima,34.7381,111.8839,18.0,35,67,2.64,CN,1680059716
549,Jagüey Grande,22.5269,-81.1286,24.48,70,98,2.16,CU,1680059716
550,Włoszczowa,50.8526,19.9659,-0.89,55,0,3.16,PL,1680059716
